Degree,Program,Credit Hours,Enrollment Status,Cost Per Credit,Duration,Classes Begin,Applications Due
Master's of Science - Local Backup,Cyber Security,30,"Part-Time, Remote"," $ 1,100.00 ",One to Two Years,September 2028, May 1st
